Target image,Source image,Target landmarks,Source landmarks,Image diagonal [pixels],Image size [pixels],status
mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.jpg,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.jpg,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.jpg,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.csv,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.csv,9862.3,"(2946, 9412)",training
mice-kidney_1/scale-25pc/2_aSMA.jpg,mice-kidney_1/scale-25pc/3_PAS.jpg,mice-kidney_1/scale-25pc/2_aSMA.csv,mice-kidney_1/scale-25pc/3_PAS.csv,11915.0,"(7552, 9216)",training
mice-kidney_1/scale-25pc/2_aSMA.jpg,mice-kidney_1/scale-25pc/5_PAS.jpg,mice-kidney_1/scale-25pc/2_aSMA.csv,mice-kidney_1/scale-25pc/5_PAS.csv,11915.0,"(7552, 9216)",training
mice-kidney_1/scale-25pc/2_aSMA.jpg,mice-kidney_1/scale-25pc/6_CD31.jpg,mice-kidney_1/scale-25pc/2_aSMA.csv,mice-kidney_1/scale-25pc/6_CD31.csv,11915.0,"(7552, 9216)",training
mice-kidney_1/scale-25pc/2_aSMA.jpg,mice-kidney_1/scale-25pc/8_CD31.jpg,mice-kidney_1/scale-25pc/2_aSMA.csv,mice-kidney_1/scale-25pc/8_CD31.csv,11915.0,"(7552, 9216)",training
mice-kidney_1/scale-25pc/2_aSMA.jpg,mice-kidney_1/scale-25pc/9_PAS.jpg,mice-kidney_1/scale-25pc/2_aSMA.csv,mice-kidney_1/scale-25pc/9_PAS.csv,11915.0,"(7552, 9216)",training
mice-kidney_1/scale-25pc/3_PAS.jpg,mice-kidney_1/scale-25pc/5_PAS.jpg,mice-kidney_1/scale-25pc/3_PAS.csv,mice-kidney_1/scale-25pc/5_PAS.csv,11317.0,"(7808, 8192)",training
mice-kidney_1/scale-25pc/3_PAS.jpg,mice-kidney_1/scale-25pc/6_CD31.jpg,mice-kidney_1/scale-25pc/3_PAS.csv,mice-kidney_1/scale-25pc/6_CD31.csv,11317.0,"(7808, 8192)",training
mice-kidney_1/scale-25pc/3_PAS.jpg,mice-kidney_1/scale-25pc/8_CD31.jpg,mice-kidney_1/scale-25pc/3_PAS.csv,mice-kidney_1/scale-25pc/8_CD31.csv,11317.0,"(7808, 8192)",training
mice-kidney_1/scale-25pc/3_PAS.jpg,mice-kidney_1/scale-25pc/9_PAS.jpg,mice-kidney_1/scale-25pc/3_PAS.csv,mice-kidney_1/scale-25pc/9_PAS.csv,11317.0,"(7808, 8192)",training
mice-kidney_1/scale-25pc/5_PAS.jpg,mice-kidney_1/scale-25pc/6_CD31.jpg,mice-kidney_1/scale-25pc/5_PAS.csv,mice-kidney_1/scale-25pc/6_CD31.csv,14235.1,"(8704, 11264)",training
mice-kidney_1/scale-25pc/5_PAS.jpg,mice-kidney_1/scale-25pc/8_CD31.jpg,mice-kidney_1/scale-25pc/5_PAS.csv,mice-kidney_1/scale-25pc/8_CD31.csv,14235.1,"(8704, 11264)",training
mice-kidney_1/scale-25pc/5_PAS.jpg,mice-kidney_1/scale-25pc/9_PAS.jpg,mice-kidney_1/scale-25pc/5_PAS.csv,mice-kidney_1/scale-25pc/9_PAS.csv,14235.1,"(8704, 11264)",training
mice-kidney_1/scale-25pc/6_CD31.jpg,mice-kidney_1/scale-25pc/8_CD31.jpg,mice-kidney_1/scale-25pc/6_CD31.csv,mice-kidney_1/scale-25pc/8_CD31.csv,11999.4,"(8768, 8192)",training
mice-kidney_1/scale-25pc/6_CD31.jpg,mice-kidney_1/scale-25pc/9_PAS.jpg,mice-kidney_1/scale-25pc/6_CD31.csv,mice-kidney_1/scale-25pc/9_PAS.csv,11999.4,"(8768, 8192)",training
mice-kidney_1/scale-25pc/8_CD31.jpg,mice-kidney_1/scale-25pc/9_PAS.jpg,mice-kidney_1/scale-25pc/8_CD31.csv,mice-kidney_1/scale-25pc/9_PAS.csv,14513.3,"(9152, 11264)",training
